LIBRARY,FREQUENCY,description,keywords,embedding_vectors,labels_6,labels_7
psutil,48,home pageinstalldocumentationdownloadforumstackoverflowblogwhat s newpsutil process and system utility is a cross platform library for retrieving information on running process and system utilization cpu memory disk network sensor in python it is useful mainly for system monitoring profiling and limiting process resource and management of running process it implement many functionality offered by classic unix command line tool such a p top iotop lsof netstat ifconfig free and others psutil currently support the following platform linuxwindowsmacosfreebsd openbsd netbsdsun solarisaixsupported python version are and pypy while psutil is free software and will always be the project would benefit immensely from some funding keeping up with bug report and maintenance ha become hardly sustainable for me alone in term of time if you re a company that s making significant use of psutil you can consider becoming a sponsor via github sponsor open collective or paypal and have your logo displayed in here and psutil doc add your logo this represents pretty much the whole psutil api here s some i find particularly interesting http github com google grrhttps github com facebook osquery http github com nicolargo glanceshttps github com jahaja psdashhttps github com ajenti ajentihttps github com home assistant home assistant go http github com shirou gopsutilc http github com hamon in cpslibrust http github com rust psutil rust psutilnim http github com johnscillieri psutil nim,"[('system utility', 0.5247), ('psutil', 0.523), ('psutil doc', 0.4852), ('whole psutil api', 0.4669), ('system monitoring profiling', 0.4043), ('system utilization cpu memory disk network sensor', 0.4043), ('classic unix command line tool', 0.4013), ('process resource', 0.3996), ('free software', 0.399), ('newpsutil process', 0.3941)]","[-1.00846356e-02 -4.19551414e-03 -1.14483617e-01 -4.00797324e-03
  6.56225309e-02 -3.08541376e-02  8.10014457e-03  1.02296151e-01
  1.05627459e-02  7.68941566e-02 -1.77049905e-03  6.25369838e-03
 -1.42966900e-02 -7.42765591e-02  3.57607449e-03 -9.18964893e-02
  4.20357659e-03  3.69207896e-02  6.43428490e-02 -8.86345133e-02
  7.40667293e-03 -4.61513214e-02 -5.10129742e-02  2.08219290e-02
 -8.21056664e-02  1.67329330e-02  1.82976946e-02 -5.93582131e-02
 -4.01999094e-02 -1.25804450e-03 -5.43463156e-02 -3.46294232e-02
  1.01525545e-01 -5.07583469e-03  3.58177796e-02  3.33555080e-02
  1.23802774e-01  1.02429267e-03 -2.72770431e-02 -1.99926756e-02
 -4.14879695e-02 -9.99822002e-03 -8.10191259e-02  3.72739807e-02
  2.21433491e-02 -9.55527008e-04 -7.97158033e-02 -7.62773454e-02
 -8.03721696e-02 -1.84288546e-02 -3.15364152e-02 -1.37947444e-02
  3.30533311e-02 -1.08988788e-02  3.90600823e-02 -2.51297513e-03
  5.37848696e-02 -1.66657846e-02 -9.96887963e-03  3.57835405e-02
 -3.65501158e-02 -4.60357815e-02 -1.28361136e-01 -1.80896707e-02
 -2.38683866e-03  4.86832373e-02  4.04330976e-02  2.86107771e-02
  7.25608841e-02 -5.51774837e-02 -1.17997855e-01  4.64593209e-02
 -8.12008046e-03  4.19202670e-02 -5.91135323e-02 -7.88370892e-03
 -5.13738431e-02  3.85903055e-03 -7.59665966e-02 -1.18765928e-01
  1.97108351e-02  5.04444614e-02 -9.16103721e-02  4.16305438e-02
  1.14461742e-02  1.20639689e-01 -6.29512817e-02  1.28630931e-02
  3.61444391e-02  2.50807069e-02  6.12658784e-02 -3.97657976e-03
 -8.05396121e-03 -6.58879280e-02 -3.82805690e-02  7.48625258e-03
 -4.12501469e-02 -7.10456148e-02  3.57268974e-02 -3.32022202e-03
 -2.00686567e-02 -9.14758537e-03  6.66143596e-02  7.39483256e-03
 -2.49196589e-02  3.32935005e-02 -6.83360994e-02  5.91057295e-04
 -1.68698058e-02  7.17213005e-02 -1.67150982e-02 -4.27436270e-02
 -1.20280661e-01 -3.98330949e-02  1.13959000e-01 -2.50595016e-03
 -2.15633940e-02  5.85372967e-04  9.02224425e-03  1.81242321e-02
 -2.26807054e-02  8.76997318e-03 -2.43744180e-02  6.59517897e-03
  5.34335477e-03  3.97910178e-03  3.55525576e-02  4.68655969e-33
 -2.91008595e-02  4.70694266e-02  2.18410473e-02 -2.85511054e-02
 -8.43175054e-02  2.64653284e-03 -1.54387001e-02  1.69526208e-02
  6.66053891e-02  3.23764198e-02  4.99568135e-02  1.68210909e-01
 -5.02148978e-02  1.60579775e-02  5.17565124e-02  1.15262019e-02
  7.53872842e-02  7.51913264e-02  4.69063260e-02 -5.58391586e-02
  2.96784248e-02  1.00632839e-01 -2.12887116e-02  9.73469466e-02
  1.09755009e-01  1.53629845e-02 -6.21405095e-02 -4.77693342e-02
  7.46971974e-03 -3.10172606e-02  1.71645768e-02  2.08245181e-02
 -5.06687164e-03  4.05869745e-02  1.42914718e-02  1.87438391e-02
 -4.20596898e-02  5.72332507e-03 -4.63538729e-02 -1.81744378e-02
 -3.21297534e-02  1.59561783e-02 -1.56961121e-02 -1.88433658e-02
 -3.76837887e-02 -1.01749085e-01 -1.17027611e-01 -1.08591113e-02
  1.72553360e-02  5.34662008e-02  1.79696213e-02  3.08402572e-02
  6.67884722e-02  5.37014566e-02 -4.23883460e-02  3.46191153e-02
  4.07012738e-02 -3.95890251e-02  8.37452412e-02  9.57846865e-02
  3.15859057e-02 -4.98187495e-03  3.57414670e-02 -9.97460559e-02
  2.04010326e-02 -2.13552210e-02  9.47388727e-03  3.18320990e-02
 -9.61311813e-03  1.14377327e-01 -1.19889461e-01  6.19715899e-02
  2.26587802e-02  7.15203509e-02  5.37957810e-02 -3.07224970e-03
 -2.46179346e-02 -6.52061217e-03 -1.15119249e-01  2.20049755e-03
 -6.71079680e-02 -1.30394371e-02 -2.38282997e-02  1.18062943e-02
  5.21503985e-02 -2.51733176e-02 -4.85476712e-03  5.06669097e-02
 -7.36649930e-02 -5.19794412e-02  2.83420812e-02  3.62564512e-02
 -5.31896167e-02  8.45741779e-02 -9.44256261e-02 -6.62192629e-33
  1.77367474e-03 -8.01670179e-02  1.62736494e-02  7.23761171e-02
 -7.71335289e-02  2.52309833e-02 -4.88729961e-02 -4.82219048e-02
 -7.18181059e-02  6.29351661e-03 -5.22969700e-02 -4.58614854e-03
 -6.29299460e-03 -2.96345316e-02  4.17740755e-02  3.80037092e-02
 -1.11919433e-01 -3.08453217e-02  4.05736566e-02  7.24355653e-02
 -8.15321207e-02  1.23392649e-01  6.78279474e-02 -3.82748134e-02
 -1.07074985e-02 -5.49611002e-02  3.87014896e-02 -1.86785311e-02
  3.74772325e-02  1.26244500e-02  2.81025376e-02 -3.31749232e-03
  5.38327079e-03 -5.36970911e-04 -7.20440298e-02 -4.68635410e-02
  4.22259606e-02  6.85832053e-02  4.06997316e-02  3.00724041e-02
  3.96323055e-02  2.34816503e-02  3.98529433e-02 -5.92890345e-02
 -3.68299633e-02  1.56238340e-02 -4.71394435e-02 -5.91849675e-03
 -2.50982009e-02 -3.17161232e-02  8.95448849e-02 -1.00358063e-02
 -2.69569475e-02  4.37231250e-02  4.21563536e-02 -3.95879000e-02
 -5.59153333e-02  2.04134565e-02  2.85890710e-04 -1.05042957e-01
 -1.88195594e-02 -3.23232673e-02 -7.20588937e-02  5.81756085e-02
 -4.94926004e-03  2.58059688e-02  6.84822947e-02 -1.10336088e-01
 -4.95011955e-02 -3.19913775e-02  6.74280524e-02  1.07513852e-01
  3.30268331e-02  4.27127406e-02 -5.29250130e-02 -1.63628184e-03
 -2.42784638e-02 -3.62483710e-02 -5.92397153e-02  6.36508763e-02
  3.34248506e-02  2.31229048e-03 -3.51666771e-02  1.92878619e-02
 -5.61599359e-02  1.94495637e-02 -3.98238711e-02 -3.07760239e-02
  1.79904550e-02 -5.83288260e-02 -7.30033964e-02  3.61424722e-02
 -3.07365581e-02  7.07835928e-02 -2.03594025e-02 -3.04034131e-08
  5.56192510e-02 -4.09910716e-02  5.33052720e-02  4.80233096e-02
  5.72729483e-02  1.20244566e-02 -5.22946231e-02  7.96193928e-02
 -5.12433164e-02  3.86558734e-02  5.09745069e-02 -6.09981492e-02
 -5.38072437e-02 -6.02526926e-02  1.82700157e-02 -7.53007317e-03
  5.21897785e-02  7.03057870e-02  4.74079652e-03 -2.57603358e-02
 -2.39080563e-02  1.69544909e-02 -2.24845354e-02  3.53686027e-02
  7.22857863e-02 -4.85705659e-02  3.28004872e-03 -1.98482126e-02
  9.45565104e-03 -2.50672232e-02  5.97166754e-02 -7.56520182e-02
  5.34233823e-02 -7.46892095e-02  1.20618366e-01  5.64135872e-02
 -5.76273426e-02  2.79325675e-02  1.61853228e-02  2.46498305e-02
 -5.55332527e-02  5.64576872e-02 -2.26503052e-02  1.59453452e-02
 -1.16571439e-02  1.69794392e-02 -2.37074997e-02 -3.62546439e-03
 -3.95148769e-02 -4.08001989e-02 -1.07339993e-02 -6.03208877e-03
 -1.63135026e-02  1.13334330e-02 -6.73837140e-02  1.17291652e-01
  1.37606161e-02 -3.59689109e-02  2.05337629e-02  5.21963574e-02
 -1.77586563e-02  4.75666448e-02 -2.97857192e-03  7.81797841e-02]",1,6
lxml,31,lxml is a pythonic mature binding for the libxml and libxslt library it provides safe and convenient access to these library using the elementtree api it extends the elementtree api significantly to offer support for xpath relaxng xml schema xslt c n and much more to contact the project go to the project home page or see our bug tracker at http launchpad net lxmlin case you want to use the current in development version of lxml you can get it from the github repository at http github com lxml lxml note that this requires cython to build the source see the build instruction on the project home page to the same end running easy install lxml dev will install lxml from http github com lxml lxml tarball master egg lxml dev if you have an appropriate version of cython installed after an official release of a new stable series bug fix may become available at http github com lxml lxml tree lxml running easy install lxml bugfix will install the unreleased branch state from http github com lxml lxml tarball lxml egg lxml bugfix a soon a a maintenance branch ha been established note that this requires cython to be installed at an appropriate version for the build bug fixeda crash wa resolved when using iterwalk or canonicalize after parsing certain incorrect input note that iterwalk can crash on valid input parsed with the same parser after failing to parse the incorrect input,"[('http github com lxml lxml tree lxml', 0.7793), ('http github com lxml lxml', 0.7234), ('easy install lxml dev', 0.703), ('lxml', 0.683), ('easy install lxml bugfix', 0.6747), ('libxml', 0.6399), ('lxml egg lxml', 0.6232), ('elementtree api', 0.5258), ('http launchpad net lxmlin case', 0.506), ('master egg lxml dev', 0.504)]","[ 9.94933862e-03 -7.25147873e-02  5.93551137e-02 -5.01458310e-02
  5.96751906e-02 -2.43726131e-02 -9.58686545e-02  3.25269848e-02
 -2.34765876e-02  4.14592400e-02  6.14835918e-02 -5.25873341e-03
  3.14334892e-02 -6.87948689e-02  6.76856637e-02  6.40253723e-02
 -8.22165608e-02  6.51583597e-02  1.80607717e-02 -2.17087604e-02
  7.28130862e-02  6.17755251e-03 -5.57609424e-02 -3.42077129e-02
  2.36606430e-02  7.36586452e-02  6.88608922e-03 -2.25521699e-02
  3.60259712e-02 -2.46406663e-02 -6.41220133e-04 -7.31582986e-03
  1.63728148e-02  3.29757445e-02 -9.11707655e-02  8.39837790e-02
  2.52429098e-02 -9.28691477e-02  3.06491163e-02  3.01529132e-02
 -4.36452925e-02  3.06859817e-02  2.82857176e-02 -5.74913993e-02
 -4.37427126e-02 -5.00793643e-02  3.10234632e-02 -9.94215757e-02
 -5.96521311e-02 -2.92334193e-03 -1.51332244e-02 -1.30010575e-01
 -3.88431852e-03  4.57441397e-02 -2.83005424e-02 -2.59151515e-02
 -5.35361804e-02  3.50430645e-02 -1.01588313e-02 -2.21824665e-02
  1.90475825e-02  7.99610615e-02 -6.11570925e-02  1.33760413e-02
  3.55954835e-04  6.65237755e-02 -1.99817382e-02  3.77711877e-02
  8.19275677e-02 -4.74419706e-02 -4.87517528e-02 -2.20602453e-02
 -8.47253799e-02  6.04182407e-02  2.84810929e-04 -5.00008203e-02
  2.69494373e-02 -1.57848485e-02 -6.69142976e-02 -2.54849158e-02
 -2.97043491e-02  8.99075642e-02 -1.05748372e-03  5.32354377e-02
 -5.21279573e-02  6.63988441e-02  7.41460249e-02  1.44248366e-01
  1.02542620e-02 -1.25739304e-02  9.62388813e-02  1.28947478e-02
  7.04171509e-02  8.81135091e-03  5.84749877e-02 -8.35771672e-03
  1.04862571e-01 -2.32744627e-02 -2.30684560e-02 -1.88969169e-02
 -1.72291100e-02 -2.57951021e-02  2.86681149e-02 -4.85685840e-02
 -3.81307974e-02  6.15728572e-02  1.11984191e-02 -3.28981206e-02
  1.82760023e-02 -5.68003282e-02  1.00175943e-02 -1.00227492e-02
 -6.08626008e-02 -1.11922570e-01 -9.04442742e-02 -4.65901829e-02
 -9.01837309e-04 -2.40493007e-02  8.66912212e-03 -2.09393296e-02
  5.36999553e-02 -5.02098799e-02 -1.17834052e-03  4.56705049e-04
  4.50428501e-02  1.14623411e-02 -9.87261906e-02  1.02011714e-32
  4.13416475e-02  1.80444457e-02 -1.53869698e-02  2.20033880e-02
  6.81938156e-02 -8.57965127e-02  2.57492010e-02 -5.76512776e-02
 -6.84039444e-02 -2.93340515e-02  8.92210603e-02  4.88319024e-02
 -1.09158650e-01  2.70786006e-02  1.66561119e-02 -3.19943801e-02
 -1.63213108e-02  6.09273650e-03  3.01155858e-02  2.85958592e-02
 -4.69498783e-02 -3.78139988e-02  3.85996327e-02  4.20247316e-02
  5.90165099e-03  1.39063159e-02  5.60617782e-02 -1.96131766e-02
  2.13654041e-02 -1.16358399e-02  1.44736124e-02 -5.81354685e-02
  3.97529081e-02  3.63480374e-02 -3.44740204e-03  3.63686979e-02
 -4.92236242e-02 -3.47442850e-02  2.13787798e-02 -5.93434013e-02
 -9.06362087e-02  2.48619560e-02  4.54503894e-02 -4.02324796e-02
  1.10330902e-01 -1.73020568e-02 -9.35524181e-02 -9.70704406e-02
  1.66064531e-01 -5.82030639e-02  5.25745675e-02  1.20994067e-02
  4.12163585e-02  2.57412251e-02 -6.76484630e-02  4.41542119e-02
 -8.43198821e-02  1.54458098e-02  7.16259051e-03  1.11728780e-01
 -2.10595857e-02 -5.44654131e-02  5.48125617e-02 -2.75677759e-02
  2.87282956e-03 -1.78967826e-02  4.19627763e-02 -4.74542044e-02
  2.22153012e-02  2.76151262e-02 -9.92703810e-03  1.35126431e-02
  7.57613480e-02  4.36341055e-02 -2.08362192e-02  1.06337285e-02
  3.81791741e-02 -1.17632531e-01  9.45084915e-03  1.99853326e-03
 -3.21765058e-02 -3.27581055e-02  2.68248618e-02 -1.33702043e-03
  8.27474967e-02 -4.10766602e-02 -8.01652577e-03  6.20506667e-02
 -1.25890113e-02  2.98861992e-02  2.11945120e-02 -3.06811910e-02
  6.96273928e-04  1.11275287e-02  1.21745197e-02 -9.65563549e-33
 -8.49663392e-02 -1.12806365e-01 -2.44192798e-02  5.60318269e-02
  1.68511104e-02  1.65800005e-02 -3.89602818e-02 -4.82614078e-02
  3.00945658e-02  8.54623839e-02  1.55588416e-02  1.10098965e-01
 -5.31334020e-02  1.26360888e-02  3.05178352e-02 -3.68391871e-02
  9.22088176e-02 -3.30195315e-02 -1.03946554e-03  6.23244466e-03
  3.86293828e-02  3.75028700e-02  4.22297120e-02 -6.36225333e-03
  2.07069572e-02 -9.15136840e-03  1.63448825e-02  4.04046588e-02
  1.84917189e-02 -8.66144672e-02  4.86244224e-02  2.77349409e-02
  9.70487203e-03 -3.78169641e-02 -5.33406995e-02 -8.08551325e-04
  1.09576704e-02  5.02629876e-02  2.20436826e-02 -2.10860893e-02
  6.39719144e-02 -1.52096339e-02  6.03601485e-02 -1.11491770e-01
 -4.92436886e-02 -8.66209716e-02 -2.97582820e-02 -2.85424348e-02
 -1.14575811e-02  2.25903690e-02 -5.55368606e-03 -2.12243777e-02
  8.25762097e-03 -7.42632225e-02  1.11297760e-02  2.78422562e-03
 -3.58197652e-02  1.08843349e-01  4.31391262e-02 -1.26230866e-02
 -1.13617346e-01  2.89290082e-02 -7.49219814e-03  1.09404564e-01
 -8.57073143e-02 -1.17595866e-02 -1.35319084e-01 -4.38869558e-02
 -1.42299742e-01 -4.68275137e-02 -2.20287144e-02  4.49349359e-02
 -4.20200080e-02 -2.62878765e-03  5.69988675e-02  2.50913519e-02
 -2.21887380e-02  3.30189578e-02 -5.81674986e-02 -3.77707928e-02
  9.27418992e-02  4.54259701e-02 -3.96193517e-03  1.40789337e-02
 -1.74820311e-02 -5.59877343e-02  2.23119464e-02 -2.72244290e-02
  3.82367347e-04 -5.70004210e-02 -1.45019554e-02  2.07499713e-02
  6.77792281e-02  6.63616210e-02  4.14513089e-02 -3.90023480e-08
 -9.85831544e-02  2.05700416e-02 -2.99464390e-02 -5.23604527e-02
  2.15386041e-02  8.16749260e-02  6.22607805e-02  9.82146114e-02
 -5.00112474e-02 -1.28717348e-02  5.32152057e-02 -1.28107413e-03
 -1.11408018e-01  2.32159626e-02 -1.50974169e-02 -1.71719342e-02
 -1.08333826e-01  4.13960963e-02  2.39091199e-02  1.18294787e-02
 -4.07873951e-02  7.47924075e-02 -1.80645045e-02  3.65823545e-02
 -5.99421794e-03  4.37250435e-02  4.25491519e-02  5.97592928e-02
 -9.40582133e-04 -4.95152026e-02  2.77544931e-02  2.35428605e-02
 -5.33181950e-02 -3.17203626e-02  5.63756982e-03 -2.51086410e-02
 -1.32311042e-02  3.01623568e-02 -4.94345874e-02 -6.71576411e-02
  4.46029231e-02 -3.35620418e-02  1.99639946e-02 -3.15900221e-02
 -4.38000299e-02 -7.31918355e-03  8.93279258e-03  4.47319858e-02
  5.87878898e-02 -3.18884254e-02  5.00812493e-02 -9.42692757e-02
 -5.13080098e-02 -5.46633005e-02  1.28016248e-02  6.21912293e-02
 -3.75426188e-02  5.92716932e-02  9.39393640e-02 -3.79789211e-02
 -1.07524265e-02  2.97238491e-02  9.09241885e-02  2.59453990e-02]",1,6
